lot_area,utilities,land_slope,overall_qual,overall_cond,year_remod_add,exter_cond,bsmt_cond,total_bsmt_sf,gr_liv_area,bedroom_abvgr,kitchen_qual,garage_area,garage_cond,paved_drive,saleprice,got_mas_vnr,got_bsmt,got_fireplaces,got_pool,got_misc,got_alley,got_fence,full_bath_total,half_bath_total,age,num_of_floors,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_NoAlley,alley_Pave,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
10560,1,2,5,6,1994,2,3,738.0,1470,2,2,624.0,2,2,140750,0,1,0,0,0,0,0,1.0,1.0,88,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7500,1,2,5,4,2003,2,3,938.0,2299,5,2,482.0,2,2,204000,0,1,1,0,0,0,0,3.0,1.0,8,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10205,1,2,4,4,1962,2,3,925.0,999,3,2,300.0,2,2,134500,0,1,0,0,0,0,0,2.0,0.0,44,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4379,1,2,7,4,2004,2,3,1378.0,1378,2,3,540.0,2,2,214000,0,1,1,0,0,0,0,3.0,0.0,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7800,1,2,4,6,1950,2,3,793.0,1118,3,2,410.0,2,2,119900,0,1,1,0,0,0,1,2.0,0.0,67,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7000,1,2,4,6,2002,2,3,1010.0,1134,2,2,254.0,2,2,135000,1,1,0,0,0,0,1,1.0,0.0,47,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13053,1,2,5,6,2000,2,3,833.0,1848,4,3,370.0,2,0,207000,0,1,1,0,0,1,0,1.0,1.0,85,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,1,2,5,4,1950,2,3,1181.0,1694,4,2,576.0,2,2,136500,0,1,1,0,0,0,0,2.0,0.0,83,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6000,1,2,3,6,2000,2,3,901.0,901,2,2,281.0,2,2,107900,0,1,0,0,0,0,0,1.0,0.0,54,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12474,1,2,9,4,2008,2,3,1682.0,2332,3,4,846.0,2,2,426000,1,1,1,0,0,0,0,3.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9600,1,2,4,6,2007,2,3,1113.0,1113,3,3,264.0,2,2,147000,0,1,1,0,0,0,0,1.0,0.0,59,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8574,1,2,5,7,2000,2,3,816.0,1232,3,3,440.0,2,2,147500,0,1,1,0,0,0,0,1.0,0.0,93,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14418,1,2,8,4,2007,2,3,1950.0,1950,2,4,706.0,2,2,383000,1,1,1,0,0,0,0,3.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10400,1,2,6,4,1988,2,3,1845.0,1872,3,2,604.0,2,2,241500,1,1,1,0,0,0,0,2.0,1.0,18,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15564,1,2,5,5,1995,2,3,676.0,1264,3,2,400.0,2,2,147500,0,1,0,0,1,0,0,1.0,0.0,94,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13543,1,2,7,4,2005,2,3,1168.0,2500,5,4,683.0,2,2,355000,1,1,1,0,0,0,0,3.0,1.0,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5925,1,2,1,3,1950,3,0,0.0,612,1,2,308.0,1,0,45000,0,0,0,0,0,0,0,1.0,0.0,69,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9600,1,2,5,4,1953,2,3,1416.0,1644,3,2,418.0,2,2,167000,1,1,1,0,0,0,0,2.0,0.0,56,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8158,1,2,6,4,2002,2,3,860.0,1729,3,3,542.0,2,2,200000,1,1,0,0,0,0,0,2.0,1.0,5,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5220,1,2,4,2,1950,2,3,830.0,879,2,2,180.0,2,1,80000,0,1,0,0,0,0,0,1.0,0.0,70,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8172,1,2,4,6,1990,2,3,864.0,864,2,2,572.0,2,0,115000,0,1,0,0,0,0,0,2.0,0.0,51,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000,1,2,5,4,1956,2,3,1196.0,1196,2,2,297.0,2,2,139000,1,1,1,0,0,0,0,2.0,0.0,52,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7844,1,2,5,6,1978,2,3,672.0,1400,3,2,440.0,2,2,149500,1,1,1,0,0,0,0,1.0,1.0,28,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9084,1,2,3,4,1950,2,3,755.0,1510,4,2,296.0,0,1,108000,0,1,1,0,0,0,1,2.0,0.0,69,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8556,1,2,6,4,2006,2,3,1240.0,1240,2,3,826.0,2,2,194000,0,1,0,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9100,1,2,4,3,1962,2,3,988.0,988,3,2,624.0,2,2,129500,1,1,0,0,0,0,0,2.0,0.0,44,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8668,1,2,4,4,1968,2,3,1560.0,1560,4,2,792.0,2,2,126000,0,1,0,0,0,0,0,2.0,0.0,39,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11767,1,2,4,4,1950,2,3,1078.0,1368,3,2,195.0,2,2,120000,0,1,0,0,1,0,0,2.0,0.0,59,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8400,1,2,6,4,2005,2,3,1473.0,1484,3,3,606.0,2,2,213000,1,1,0,0,0,0,0,3.0,0.0,6,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3874,1,2,7,4,1980,2,3,1226.0,1226,1,3,484.0,2,2,190000,0,1,1,0,0,0,0,2.0,0.0,26,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10090,1,2,6,4,1999,2,3,725.0,1651,4,2,276.0,2,2,172000,1,1,1,0,0,0,1,2.0,1.0,44,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8877,1,1,3,5,1958,2,3,816.0,816,2,2,288.0,1,2,100000,0,1,1,0,0,0,0,2.0,0.0,71,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11058,1,2,6,5,2007,2,3,1564.0,1564,3,3,814.0,2,2,218836,1,1,0,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10800,1,2,5,6,2000,2,3,482.0,1912,3,2,672.0,2,2,163000,0,1,1,0,0,1,0,2.0,0.0,103,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10936,1,2,6,4,2006,2,3,1510.0,1525,3,3,534.0,2,2,206580,0,1,1,0,0,0,0,2.0,1.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8461,1,2,5,4,2006,2,3,728.0,1456,3,3,390.0,2,2,163990,0,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7518,1,2,4,7,2004,3,2,396.0,1330,3,2,390.0,2,0,116500,0,1,0,0,0,0,1,1.0,0.0,96,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4740,1,2,7,4,1988,2,3,1166.0,1179,2,2,480.0,2,2,182000,0,1,0,0,0,0,0,3.0,0.0,19,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6978,1,2,4,6,1980,3,3,850.0,960,2,2,576.0,2,2,103000,0,1,0,0,0,0,0,1.0,0.0,81,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9240,1,2,5,7,1998,2,3,988.0,988,3,3,297.0,2,2,149500,0,1,0,0,0,0,0,3.0,0.0,50,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2304,1,2,6,6,1978,2,3,1061.0,1055,2,2,319.0,2,2,142500,0,1,0,0,0,0,0,2.0,0.0,29,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7223,1,2,4,4,1950,2,3,1290.0,1422,3,2,352.0,2,2,136500,0,1,0,0,0,0,1,1.0,0.0,81,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12680,1,2,6,5,1988,2,4,1675.0,1688,2,4,528.0,2,2,226500,1,1,1,0,0,0,0,3.0,0.0,20,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10176,1,2,6,4,1990,2,3,1300.0,1341,2,3,506.0,2,2,171500,0,1,1,0,0,0,0,2.0,1.0,20,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10780,1,2,4,4,1976,2,3,911.0,954,3,2,576.0,2,2,132500,0,1,0,0,0,0,0,1.0,0.0,30,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10646,1,2,6,4,2001,2,3,858.0,1789,3,2,546.0,2,2,223000,1,1,1,0,0,0,0,3.0,1.0,7,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8400,1,2,5,8,2005,3,3,1319.0,1537,3,3,462.0,2,2,174000,1,1,1,0,0,0,1,2.0,1.0,46,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15428,1,2,4,5,1991,2,3,884.0,884,2,2,270.0,2,2,142000,0,1,0,0,0,0,0,2.0,0.0,55,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11216,1,2,7,4,2006,2,4,1489.0,1489,3,3,776.0,2,2,232600,0,1,1,0,0,0,0,2.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10140,1,2,5,5,1999,2,3,1040.0,1309,3,3,484.0,2,2,181000,1,1,1,1,0,0,1,2.0,1.0,32,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3964,1,2,5,3,1973,2,3,942.0,2521,5,2,576.0,2,2,151400,0,1,1,0,0,0,1,3.0,1.0,33,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11428,1,2,7,4,2006,2,3,1626.0,1634,3,3,866.0,2,2,250000,1,1,1,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10421,1,2,6,4,1988,2,3,980.0,1714,3,2,496.0,2,2,196500,1,1,1,0,1,0,1,2.0,1.0,22,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13500,1,2,6,7,1987,3,3,819.0,2454,3,2,576.0,2,0,185000,0,1,1,0,0,1,1,2.0,0.0,128,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9000,1,2,5,4,1969,2,3,1216.0,1216,3,2,336.0,2,2,113000,1,1,0,0,0,0,1,2.0,0.0,40,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8089,1,2,7,5,2007,2,3,1419.0,1419,2,3,567.0,2,2,392000,0,1,1,0,0,0,0,3.0,0.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2117,1,2,5,4,2000,2,3,756.0,1573,3,3,440.0,2,2,177000,1,1,0,0,0,0,0,2.0,1.0,7,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10625,1,2,5,4,2004,2,3,1158.0,2443,4,3,744.0,2,2,265000,1,1,1,0,0,0,0,2.0,1.0,3,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13500,1,2,9,8,2000,4,3,1237.0,2775,3,3,880.0,2,2,325000,0,1,1,0,0,0,0,3.0,1.0,115,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9950,1,2,6,4,1995,2,3,1203.0,2520,4,3,721.0,2,2,290000,1,1,1,0,0,0,0,2.0,1.0,12,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15410,1,2,5,5,2002,3,3,1208.0,1494,3,2,461.0,2,2,169000,1,1,1,0,0,0,1,3.0,0.0,36,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,1,2,4,6,1950,2,3,616.0,616,2,2,205.0,2,2,89000,0,1,0,0,0,0,0,1.0,0.0,85,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8402,1,2,5,4,1998,2,3,789.0,1465,3,2,393.0,2,2,180400,0,1,1,0,0,0,0,2.0,1.0,12,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10150,1,2,4,4,1958,2,3,912.0,912,2,2,275.0,2,2,114500,1,1,0,0,0,0,0,1.0,0.0,49,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10084,1,2,6,4,2006,2,3,1552.0,1552,3,3,782.0,2,2,212900,1,1,0,0,0,0,0,2.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16285,1,2,6,4,2002,2,3,1413.0,1430,3,3,605.0,2,2,187100,0,1,0,0,0,0,0,2.0,0.0,8,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3230,1,2,5,4,1999,2,3,729.0,1458,2,2,440.0,2,2,176000,1,1,1,0,0,1,0,2.0,1.0,8,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8320,1,2,6,4,2004,2,3,770.0,1582,3,3,520.0,2,2,185900,0,1,0,0,0,0,0,2.0,1.0,4,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6960,1,2,3,5,1970,2,3,864.0,864,3,3,660.0,2,2,120500,0,1,0,0,1,0,0,1.0,0.0,39,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21930,1,2,4,4,2005,2,4,732.0,1838,4,2,372.0,2,2,192140,0,1,1,0,0,0,0,2.0,1.0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6600,1,2,4,8,2008,3,3,816.0,816,3,3,264.0,2,2,130500,0,1,1,0,0,0,1,1.0,1.0,26,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8405,1,2,3,2,1950,2,0,0.0,1529,4,2,240.0,2,0,98000,0,0,0,0,0,0,0,2.0,0.0,64,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8967,1,2,4,1,1950,1,1,961.0,1077,2,2,338.0,0,0,67000,0,1,0,0,0,0,0,1.0,0.0,87,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10562,1,2,7,4,2007,2,3,1582.0,2161,3,4,789.0,2,2,325624,1,1,1,0,0,0,0,2.0,1.0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12864,1,2,6,4,2002,2,3,1409.0,1409,1,3,576.0,2,2,245000,0,1,1,0,0,0,0,2.0,1.0,5,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13695,1,2,4,4,2004,2,3,1114.0,1114,3,3,576.0,2,2,159000,0,1,0,0,0,0,0,2.0,1.0,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
